Source MAC,Destination MAC,Protocol,Port Dst,Size,Time,Access
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,54751,80,2024-12-26T00:29:54.744481,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,75,2024-12-26T00:29:54.751499,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,54751,80,2024-12-26T00:29:54.744479,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,75,2024-12-26T00:29:54.751497,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,301,2024-12-26T00:29:55.255106,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,310,2024-12-26T00:29:55.255129,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,373,2024-12-26T00:29:55.255144,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,369,2024-12-26T00:29:55.255165,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,301,2024-12-26T00:29:55.255106,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,310,2024-12-26T00:29:55.255129,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,373,2024-12-26T00:29:55.255145,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,369,2024-12-26T00:29:55.255165,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,301,2024-12-26T00:29:55.255105,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,301,2024-12-26T00:29:55.255103,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,310,2024-12-26T00:29:55.255128,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,310,2024-12-26T00:29:55.255128,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,373,2024-12-26T00:29:55.255144,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,373,2024-12-26T00:29:55.255143,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,369,2024-12-26T00:29:55.255164,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,369,2024-12-26T00:29:55.255164,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,349,2024-12-26T00:29:55.255177,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,349,2024-12-26T00:29:55.255176,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,381,2024-12-26T00:29:55.255190,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,381,2024-12-26T00:29:55.255189,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,363,2024-12-26T00:29:55.255201,Trusted
1c:5f:2b:ff:34:5c,01:00:5e:7f:ff:fa,SSDP,1900,365,2024-12-26T00:29:55.255213,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,604,2024-12-26T00:29:55.673236,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,51909,75,2024-12-26T00:29:55.710777,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,54751,79,2024-12-26T00:29:57.611742,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,75,2024-12-26T00:29:57.619071,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,54751,79,2024-12-26T00:29:57.611743,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,75,2024-12-26T00:29:57.619072,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,58289,164,2024-12-26T00:29:57.918285,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,58289,66,2024-12-26T00:29:57.918306,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,58289,164,2024-12-26T00:29:57.918312,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,76,2024-12-26T00:29:57.918667,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,58289,164,2024-12-26T00:29:57.918286,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,58289,66,2024-12-26T00:29:57.918306,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,58289,164,2024-12-26T00:29:57.918312,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,76,2024-12-26T00:29:57.918668,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,284,2024-12-26T00:29:57.931925,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,51663,105,2024-12-26T00:29:57.951915,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,51663,90,2024-12-26T00:29:57.951934,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51663,66,2024-12-26T00:29:57.951938,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,284,2024-12-26T00:29:57.931923,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,51663,105,2024-12-26T00:29:57.951914,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,51663,90,2024-12-26T00:29:57.951934,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51663,66,2024-12-26T00:29:57.951938,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,74,2024-12-26T00:29:58.009004,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,58289,245,2024-12-26T00:29:58.094342,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,76,2024-12-26T00:29:58.094579,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,64345,109,2024-12-26T00:29:58.157355,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,64345,63,2024-12-26T00:29:58.161238,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,89,2024-12-26T00:29:58.161463,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,593,2024-12-26T00:29:58.164894,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,64345,70,2024-12-26T00:29:58.185256,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,73,2024-12-26T00:29:58.185428,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,58289,75,2024-12-26T00:29:58.193771,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,1292,2024-12-26T00:29:59.524728,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,1292,2024-12-26T00:29:59.524776,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,124,2024-12-26T00:29:59.524827,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,628,2024-12-26T00:29:59.525109,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,QUIC,56232,82,2024-12-26T00:29:59.554257,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,QUIC,56232,1292,2024-12-26T00:29:59.554282,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,1292,2024-12-26T00:29:59.588700,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,QUIC,56232,1292,2024-12-26T00:29:59.611301,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,QUIC,56232,1292,2024-12-26T00:29:59.660165,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,QUIC,56232,351,2024-12-26T00:29:59.660189,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,56232,162,2024-12-26T00:29:59.680981,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,74,2024-12-26T00:29:59.706737,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,56232,570,2024-12-26T00:29:59.769632,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,56232,64,2024-12-26T00:29:59.769657,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,77,2024-12-26T00:29:59.770002,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,56232,67,2024-12-26T00:29:59.792214,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,51664,112,2024-12-26T00:30:00.375395,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,51664,97,2024-12-26T00:30:00.376445,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:00.376844,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,112,2024-12-26T00:30:00.377259,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,5228,54,2024-12-26T00:30:01.049820,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,5228,54,2024-12-26T00:30:01.049877,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,56616,66,2024-12-26T00:30:01.175396,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,56617,66,2024-12-26T00:30:01.175427,Trusted
b6:26:be:4e:91:21,ff:ff:ff:ff:ff:ff,DATA,57621,86,2024-12-26T00:30:01.664627,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,58289,207,2024-12-26T00:30:05.906199,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,58289,207,2024-12-26T00:30:05.906197,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,75,2024-12-26T00:30:05.913450,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,75,2024-12-26T00:30:05.913451,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,51648,90,2024-12-26T00:30:05.996208,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,58289,207,2024-12-26T00:30:05.906200,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,58289,207,2024-12-26T00:30:05.906199,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,58289,207,2024-12-26T00:30:05.906200,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,51648,90,2024-12-26T00:30:05.996209,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,75,2024-12-26T00:30:05.913451,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:05.996751,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,75,2024-12-26T00:30:05.913452,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,51648,90,2024-12-26T00:30:05.996209,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,51648,90,2024-12-26T00:30:05.996210,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,90,2024-12-26T00:30:05.997695,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:05.996752,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:05.996752,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51648,66,2024-12-26T00:30:05.997847,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,90,2024-12-26T00:30:05.997695,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:05.996752,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:05.998065,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,75,2024-12-26T00:30:05.913452,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51648,66,2024-12-26T00:30:05.997847,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:05.998098,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,90,2024-12-26T00:30:05.997695,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,51648,90,2024-12-26T00:30:05.996211,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:05.998065,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DNS,53,86,2024-12-26T00:30:06.017113,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,90,2024-12-26T00:30:05.997695,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51648,66,2024-12-26T00:30:05.997847,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:05.996752,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:05.998098,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51648,66,2024-12-26T00:30:05.997847,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51648,54,2024-12-26T00:30:06.179848,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:05.998065,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DNS,53,86,2024-12-26T00:30:06.017114,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,90,2024-12-26T00:30:05.997695,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51648,54,2024-12-26T00:30:06.179849,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:05.998098,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DNS,53,86,2024-12-26T00:30:06.017115,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51648,54,2024-12-26T00:30:06.179850,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:05.998065,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:05.998098,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DNS,53,86,2024-12-26T00:30:06.017115,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,51648,90,2024-12-26T00:30:05.996207,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51648,54,2024-12-26T00:30:06.179850,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:05.996751,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,90,2024-12-26T00:30:05.997694,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51648,66,2024-12-26T00:30:05.997846,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:05.998064,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:05.998097,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DNS,53,86,2024-12-26T00:30:06.017112,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51648,54,2024-12-26T00:30:06.179847,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51648,54,2024-12-26T00:30:06.181433,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51648,54,2024-12-26T00:30:06.183034,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,144,2024-12-26T00:30:07.533770,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,56232,72,2024-12-26T00:30:07.583790,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,74,2024-12-26T00:30:07.617126,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,56232,157,2024-12-26T00:30:07.670082,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,56232,64,2024-12-26T00:30:07.671345,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,77,2024-12-26T00:30:07.671501,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,56232,66,2024-12-26T00:30:07.716682,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,109,2024-12-26T00:30:09.524378,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,109,2024-12-26T00:30:09.524376,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,109,2024-12-26T00:30:09.524379,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,56579,66,2024-12-26T00:30:09.553005,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,56579,66,2024-12-26T00:30:09.553003,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,56579,66,2024-12-26T00:30:09.553005,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DNS,53,91,2024-12-26T00:30:09.559804,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DNS,53,91,2024-12-26T00:30:09.559806,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DNS,53,91,2024-12-26T00:30:09.559806,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DNS,53,91,2024-12-26T00:30:09.559901,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DNS,64198,263,2024-12-26T00:30:09.567901,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DNS,64594,221,2024-12-26T00:30:09.569855,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,78,2024-12-26T00:30:09.571245,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DNS,53,91,2024-12-26T00:30:09.559901,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,56579,106,2024-12-26T00:30:09.657668,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DNS,64198,263,2024-12-26T00:30:09.567900,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:09.657795,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DNS,64594,221,2024-12-26T00:30:09.569854,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51665,74,2024-12-26T00:30:09.750323,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,78,2024-12-26T00:30:09.571245,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,56579,106,2024-12-26T00:30:09.657667,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:09.657795,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51665,74,2024-12-26T00:30:09.750321,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DNS,54802,132,2024-12-26T00:30:10.087616,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,51665,559,2024-12-26T00:30:10.138342,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:10.138763,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,97,2024-12-26T00:30:10.138908,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51665,66,2024-12-26T00:30:10.142112,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,51665,97,2024-12-26T00:30:10.142129,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:10.142280,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,51665,1241,2024-12-26T00:30:10.213358,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:10.213631,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,DATA,58289,121,2024-12-26T00:30:10.247260,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,56623,66,2024-12-26T00:30:11.026084,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,4444,66,2024-12-26T00:30:11.026252,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,98,2024-12-26T00:30:11.289558,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,98,2024-12-26T00:30:11.289716,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,98,2024-12-26T00:30:11.289799,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,98,2024-12-26T00:30:11.289919,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,98,2024-12-26T00:30:11.290001,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,98,2024-12-26T00:30:11.290103,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,98,2024-12-26T00:30:11.290181,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,98,2024-12-26T00:30:11.290265,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51293,66,2024-12-26T00:30:11.319645,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51293,66,2024-12-26T00:30:11.321747,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51293,66,2024-12-26T00:30:11.323014,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51293,66,2024-12-26T00:30:11.323028,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51293,66,2024-12-26T00:30:11.323035,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51293,66,2024-12-26T00:30:11.323042,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51293,66,2024-12-26T00:30:11.323049,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51293,66,2024-12-26T00:30:11.323057,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,51293,66,2024-12-26T00:30:11.323064,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,51293,106,2024-12-26T00:30:11.422444,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,1292,2024-12-26T00:30:13.178971,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,1292,2024-12-26T00:30:13.179022,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,119,2024-12-26T00:30:13.179146,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,QUIC,57016,82,2024-12-26T00:30:13.209329,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,QUIC,57016,1292,2024-12-26T00:30:13.209371,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,1292,2024-12-26T00:30:13.242503,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,QUIC,57016,1292,2024-12-26T00:30:13.263669,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,QUIC,57016,1292,2024-12-26T00:30:13.311595,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,QUIC,57016,340,2024-12-26T00:30:13.311644,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,QUIC,57016,984,2024-12-26T00:30:13.311666,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,QUIC,57016,1292,2024-12-26T00:30:13.311593,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,QUIC,57016,340,2024-12-26T00:30:13.311643,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,QUIC,57016,984,2024-12-26T00:30:13.311665,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,QUIC,57016,67,2024-12-26T00:30:13.311689,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,120,2024-12-26T00:30:13.312815,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,73,2024-12-26T00:30:13.312936,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,QUIC,57016,162,2024-12-26T00:30:13.332754,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,QUIC,443,74,2024-12-26T00:30:13.363021,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DATA,443,469,2024-12-26T00:30:13.524663,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,DNS,53,79,2024-12-26T00:30:13.541306,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,59720,128,2024-12-26T00:30:14.711742,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:14.711886,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,97,2024-12-26T00:30:14.712040,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,59720,97,2024-12-26T00:30:14.712140,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:14.712211,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TLS,59720,1464,2024-12-26T00:30:14.714835,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,59720,1464,2024-12-26T00:30:14.714877,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:14.715006,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,59720,1464,2024-12-26T00:30:14.715054,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-26T00:30:14.715103,Trusted
