Source MAC,Destination MAC,Protocol,Port Dst,Size,Time,Access
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,50729,66,2024-12-27T20:06:04.346104,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,50729,66,2024-12-27T20:06:04.346142,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,78,2024-12-27T20:06:04.346322,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-27T20:06:04.346408,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,50731,1434,2024-12-27T20:06:04.396787,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,50731,1434,2024-12-27T20:06:04.396884,Trusted
1c:5f:2b:ff:34:5c,b6:26:be:4e:91:21,TCP,50731,1434,2024-12-27T20:06:04.396920,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-27T20:06:04.397114,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TLS,443,90,2024-12-27T20:06:05.981502,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,66,2024-12-27T20:06:05.982315,Trusted
b6:26:be:4e:91:21,1c:5f:2b:ff:34:5c,TCP,443,78,2024-12-27T20:06:06.016424,Trusted
